signature,body,docstring,id
"fun remove(x: K, y: V)",= t,"// !DIAGNOSTICS: -UNUSED_PARAMETER -PARAMETER_NAME_CHANGED_ON_OVERRIDE
// FULL_JDK",fd8b
fun suspendThere(v: A),: A = s,"// WITH_STDLIB
// WITH_COROUTINES",0981
fun box(),": String {
    val list1 = ArrayList<Int>()
    val range1 = (3..5).reversed()
    for (i in range1) {
        list1.add(i)
        if (list1.size > 23) break
    }","// Auto-generated by org.jetbrains.kotlin.generators.tests.GenerateRangesCodegenTestData. DO NOT EDIT!
// WITH_STDLIB",4f27
fun x(),"{
    val a = <caret>ArrayList(listOf(1))
}","// WITH_STDLIB
// DO_NOT_CHECK_SYMBOL_RESTORE_K1",7869
fun remove(i: Int),": Boolean
}

var result = ""","// TARGET_BACKEND: JVM
// FULL_JDK",7967
fun bar(),= 2,"// FIR_IDENTICAL
// !DIAGNOSTICS: -ERROR_SUPPRESSION
// FILE: A.kt",66c3
fun getSpilledToVariable(),= s,"// TARGET_BACKEND: JVM
// WITH_STDLIB
// WITH_COROUTINES",762a
fun yield(t: T),{},"// FIR_IDENTICAL
// !OPT_IN: kotlin.RequiresOptIn
// !DIAGNOSTICS: -UNUSED_EXPRESSION -UNUSED_PARAMETER -UNUSED_VARIABLE",ed42
fun box(),": String {
    try {
        C()
        return ""Fail""
    }","// WITH_STDLIB
// KT-44496",4f27
fun checkCannotAccess(),"{
    object : InlineCompletionSessionManager() {
        fun chch() {
            val b: Proto = Proto()
            if (<!USELESS_IS_CHECK!>b is Proto.Some<!>) return
        }","// SKIP_TXT
// FIR_DUMP",16e3
fun remove(),": Int {
        return 1
    }","// SKIP_KT_DUMP
// TARGET_BACKEND: JVM
// FULL_JDK
// SEPARATE_SIGNATURE_DUMP_FOR_K2
// ^ ISSUE: KT-65219, KT-63914

// FILE: 1.kt",6550
fun resultOfIntToResultOfInt(r: Result<Int>),": Result<Int> {
    return r
}","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses",b3ce
fun test(),"{
    A.<!DEBUG_INFO_CALL(""fqName: A.Companion.entries; typeCall: variable""), DEPRECATED_ACCESS_TO_ENUM_ENTRY_COMPANION_PROPERTY!>entries<!>

    with(A) {
        <!DEBUG_INFO_CALL(""fqName: A.Companion.entries; typeCall: variable"")!>entries<!>
    }","// !LANGUAGE: -EnumEntries
// WITH_STDLIB",fe98
fun test1(),= T,// FIR_IDENTICAL,fa3b
fun add(item: T),"{
        contents.add(item)
    }","// KJS_WITH_FULL_RUNTIME
// EXPECTED_REACHABLE_NODES: 1519",0bf3
fun foo(),= b,// EXPECTED_REACHABLE_NODES: 1379,519f
fun await(),= t,"// FULL_JDK
// WITH_STDLIB
// WITH_COROUTINES",7f11
fun usage(),"{
    <expr>dependency.foo()</expr>
}",// FILE: main.kt,455a
fun invoke(),{},// FILE: dependency.kt,0a26
fun foo(),": X<String?>?
}

class Test : IFoo {
    override : X<String?>? = X(null)
}","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// IGNORE_BACKEND: JS_IR, JS_IR_ES6
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",519f
fun box(),= O,"// IGNORE_BACKEND_K2: JS_IR, JS_IR_ES6, WASM
// K2 issue: KT-64801",4f27
fun appendTo(s: String),"=
   f",// LAMBDAS: INDY,710b
"fun test(c1: C1<Box<Box<Box<Int>>>>, c2: C2)","{
    val v = select(c1, c2)
    <!DEBUG_INFO_EXPRESSION_TYPE(""{I1<*> & I2<*>}",// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_EXPRESSION,e9b8
fun foo(),"= ""","// NO_COMMON_FILES
// EXPECTED_REACHABLE_NODES: 1283
// MODULE: lib
// FILE: a.kt",519f
fun baz(i: Int),= i,"// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_PARAMETER, -UNUSED_VARIABLE",c274
fun test(),"{
    val buildee = build {
        setTypeVariable(TargetType())
        consumeDifferentType(<!RECEIVER_TYPE_MISMATCH(""DifferentType; TargetType"")!>extensionReplaceOutProjectedTypeVariable<!>(DifferentType()))
    }","// ISSUE: KT-55056
// CHECK_TYPE_WITH_EXACT",fe98
fun consumeDifferentType(value: DifferentType),{},"// exact type equality check — turns unexpected compile-time behavior into red code
    // considered to be non-user-reproducible code for the purposes of these tests",1ec3
fun setS(value: String),{ s = value },"// WITH_STDLIB

// FILE: lateinit.kt",46f7
fun box(),": String {
    if (0u in u_1_10) throw AssertionError()
    if (1u !in u_1_10) throw AssertionError()
    if (5u !in u_1_10) throw AssertionError()
    if (10u !in u_1_10) throw AssertionError()
    if (20u in u_1_10) throw AssertionError()

    if (0UL in ul_1_10) throw AssertionError()
    if (1UL !in ul_1_10) throw AssertionError()
    if (5UL !in ul_1_10) throw AssertionError()
    if (10UL !in ul_1_10) throw AssertionError()
    if (20UL in ul_1_10) throw AssertionError()

    if (0u !in minUI_maxUI) throw AssertionError()
    if (MinUI !in minUI_maxUI) throw AssertionError()
    if (MaxUI !in minUI_maxUI) throw AssertionError()

    if (0UL !in minUL_maxUL) throw AssertionError()
    if (MinUL !in minUL_maxUL) throw AssertionError()
    if (MaxUL !in minUL_maxUL) throw AssertionError()

    if (0UL in m1_m2) throw AssertionError()
    if (1UL in m1_m2) throw AssertionError()
    if (10UL in m1_m2) throw AssertionError()
    if (M1 !in m1_m2) throw AssertionError()
    if (M1+1UL !in m1_m2) throw AssertionError()
    if (M2 !in m1_m2) throw AssertionError()

    return ""OK""
}",// WITH_STDLIB,4f27
fun zero(),= 0,"// ALLOW_KOTLIN_PACKAGE
// !DIAGNOSTICS: -UNUSED_PARAMETER
// SKIP_TXT
// FILE: test.kt",92e7
fun testPlus(),"{
    val x = 1 + 2
    val y = 3.0 + 4.0
    val z = 5 + 6.0
    val w = 7.0 + 8
    val c = 'a' + 1
    val s = ""."" + ""..""
    val ss = """" + 1
    val list = listOf(1, 2, 3) + 4
    val listAndList = listOf(4, 5, 6) + listOf(7, 8)
    val mutableList = mutableListOf(9, 10) + listOf(11, 12, 13)
    val setAndList = setOf(0) + listOf(1, 2)
    val stringAndList = """" + emptyList<Boolean>()
    val map = mapOf("""" to 1, ""."" to 2) + ("".."" to 3)
    val mapAndMap = mapOf(""-"" to 4) + mapOf(""_"" to 5)
}",// FULL_JDK,f5d0
fun fullyExpandedType(type: KtType),: KtType = t,/** Expanded by default */,5bee
fun compilerOptions(configure: Action<CO>),"{
        configure.execute(compilerOptions)
    }","/**
     * Configures the [compilerOptions] with the provided configuration.
     */",5d0b
fun main(),"{
     val list = <!UNRESOLVED_REFERENCE!>mutable<!> <!DEBUG_INFO_MISSING_UNRESOLVED!>ListOf<!><!SYNTAX!><<!><!DEBUG_INFO_MISSING_UNRESOLVED!>Int<!><!SYNTAX!>><!>(1) {}",// !DIAGNOSTICS: -UNUSED_VARIABLE,d987
"fun test(m: MyMap<EditorData, Any>)","{
    m.set(SomeKey) { _, _ -> }",// ISSUE: KT-56714,6160
fun foo(),"{
        class E
        val x: Inner = Inner()
    }","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE -UNUSED_PARAMETER",519f
"fun Rgba(r: Int, g: Int, b: Int, a: Int)",": Rgba {
    return Rgba(
        ((r and 0xFF) shl 0) or ((g and 0xFF) shl 8) or ((b and 0xFF) shl 16) or ((a and 0xFF) shl 24)
    )
}","// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses",215a
fun test(a: A),"{
    val (<!INVISIBLE_REFERENCE!>p1<!>, <!INVISIBLE_REFERENCE!>p2<!>) = a // ok, but INVISIBLE_MEMBER is expected
}",// ISSUE: KT-58184,a3e0
fun iterator(),= r,// FULL_JDK,c20a
fun plus(n: Int),": T
    fun next(): T = t","// IGNORE_BACKEND: JVM
// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",7131
"fun approximateToSuperType(type: UnwrappedType, conf: TypeApproximatorConfiguration)",": UnwrappedType? =
        s","// null means that this input type is the result, i.e. input type not contains not-allowed kind of types
    // type <: resultType",5060
fun <T> foo(a: T),": B?
}

// MODULE: m2(m1)
// FILE: b.kt
package p

public interface C : B {
    override : B?

}","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNNECESSARY_SAFE_CALL -SAFE_CALL_WILL_CHANGE_NULLABILITY

// MODULE: m1
// FILE: a.kt",2720
fun <T> foo(a: T),": B?
}

// MODULE: m4(m3, m2)
// FILE: c.kt
import p.*

fun test(b: B?) {
    if (b is C) {
        b?.foo<String>("""")
    }","// MODULE: m3
// FILE: b.kt",2720
fun empty(),{},// !LANGUAGE: +InlineClasses,084d
fun box(),": String {
    assertEquals(TestEnumClass.ZERO.x, 0)

    return ""OK""
}",// WITH_STDLIB,4f27
fun bar(),: String? = n,"// !DIAGNOSTICS: -UNUSED_VARIABLE
// FULL_JDK",66c3
fun f(),"{

    }",// LANGUAGE: -StopPropagatingDeprecationThroughOverrides,f6fb
fun remove(key: Boolean),": Boolean? {
        return false
    }","// SKIP_KT_DUMP
// TARGET_BACKEND: JVM
// FULL_JDK
// WITH_STDLIB
// SEPARATE_SIGNATURE_DUMP_FOR_K2
// ^ ISSUE: KT-65667

// FILE: Java1.java",ac0d
fun test(),"{
    class L : P()
    val a = object : P() {

    }",// MEMBER_CLASS_FILTER: org.jetbrains.kotlin.fir.symbols.impl.FirConstructorSymbol,fe98
fun a(),= B,// FILE: 1.kt,9ea5
fun box(),": String {
    val a = ArrayList<String>()
    a.add(""OK"")
    for (i in a.indices) {
        return a[i]
    }","// WITH_STDLIB

// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",4f27
fun box(),": String {
    val list = mutableListOf(3, 2, 4, 8, 1, 5)
    val expected = listOf(8, 5, 4, 3, 2, 1)
    val comparatorFun: (Int, Int) -> Int = { a, b -> b - a }","// WITH_STDLIB
// SKIP_DCE_DRIVEN",4f27
fun test(),"{
    A.<!DEPRECATED_ACCESS_TO_ENUM_ENTRY_COMPANION_PROPERTY!>entries<!>

    with(A) {
        entries
    }","// !LANGUAGE: +EnumEntries +PrioritizedEnumEntries
// WITH_STDLIB
// FIR_DUMP",fe98
fun getSupertypes(classDescriptor: ClassDescriptor),": Collection<KotlinType> {
        val fqName = classDescriptor.fqNameUnsafe
        return when {
            isArrayOrPrimitiveArray(fqName) -> listOf(cloneableType, mockSerializableType)
            isSerializableInJava(fqName) -> listOf(mockSerializableType)
            else -> listOf()
        }","//NOTE: can't reference anyType right away, because this is sometimes called when JvmBuiltIns are initializing",bb92
fun main(args: Array<String>),{},// WITH_STDLIB,5b61
fun foo(),"= """,// FILE: 1.kt,519f
fun isEmpty(),: Boolean = t,"// TARGET_BACKEND: JVM
// FULL_JDK
// FILE: emptyStringListAdd.kt",464e
fun box(),": String {
    try {
        val c = E::class.constructors.single()
        c.isAccessible = true
        c.call()
        return ""Fail: constructing an enum class should not be allowed""
    }","// TARGET_BACKEND: JVM

// WITH_REFLECT",4f27
fun id(x: String),: String = x,"// TARGET_BACKEND: JVM
// WITH_COROUTINES
// WITH_STDLIB",e1c8
fun close(),"fun interface BaseInterface {
    @ObjCName(""close"")
    
}","// FIR_IDENTICAL
// FILE: kotlin.kt",7e58
fun noArgs(),{},// !DIAGNOSTICS: -UNUSED_PARAMETER,1863
fun excs(),"{ throw Exception(""!!!"") }","// WITH_STDLIB
// WITH_COROUTINES",03e7
fun box(),": String {
    var x = """"
    run { x = ""OK"" }",// WITH_STDLIB,4f27
fun box(),": String {
    ConcreteClass::class.java.getConstructor().newInstance()
    return ""OK""
}",// WITH_STDLIB,4f27
"fun visitSmartCastExpression(smartCastExpression: FirSmartCastExpression, data: CheckerContext)",{},"// prevent delegation to visitQualifiedAccessExpression, which causes redundant diagnostics",b083
fun newPublishedFun(),{},"// !API_VERSION: 1.3
// !OPT_IN: kotlin.RequiresOptIn
// !DIAGNOSTICS: -INVISIBLE_MEMBER -INVISIBLE_REFERENCE -NEWER_VERSION_IN_SINCE_KOTLIN -UNUSED_PARAMETER",fd73
fun test(),"{
        a
        """".a
    }","// ISSUE: KT-65373, KT-65464

// FILE: J.java",fe98
fun box(),": String {
    val xs = listOf(1, 1, 1, 1)
    var sum = 0
    for (i in xs.indices.reversed()) {
        sum = sum * 10 + i + xs[i]
    }","// IMPORTANT!
// Please, when your changes cause failures in bytecodeText tests for 'for' loops,
// examine the resulting bytecode shape carefully.
// Range and progression-based loops generated with Kotlin compiler should be
// as close as possible to Java counter loops ('for (int i = a; i < b; ++i) { ... }').
// Otherwise it may result in performance regression due to missing HotSpot optimizations.
// Run Kotlin compiler benchmarks (https://github.com/Kotlin/kotlin-benchmarks)
// with compiler built from your changes if you are not sure.",4f27
"fun <T, R> foo(x: T)",: R = T,"// !CHECK_TYPE
// !DIAGNOSTICS: -UNUSED_PARAMETER, -UNUSED_VARIABLE",ecdc
fun test(),{},// !DIAGNOSTICS: -UNUSED_PARAMETER,fe98
fun hashCode(),: Int = t,"// FIR_IDENTICAL
// !LANGUAGE: +InlineClasses",6874
fun foo(x: Outer),= 1,// !DIAGNOSTICS: -UNUSED_PARAMETER,f782
fun test(data: String),"=
    w","// FIR_IDENTICAL
// !LANGUAGE: +VariableDeclarationInWhenSubject",e95a
fun takeIssue(issue: Issue),{},"// FIR_IDENTICAL
// ISSUE: KT-41952",9468
fun doTest(),": String {
        return <!SUPER_CALL_FROM_PUBLIC_INLINE!>super<!>.test
    }",// FILE: 1.kt,203f
fun testSimple(),= B,// FIR_IDENTICAL,5615
fun bar(),": String {
        return ""2""
    }","// SKIP_KT_DUMP
// TARGET_BACKEND: JVM

// FILE: Java1.java",66c3
fun box(),"=
    i","// TARGET_BACKEND: JVM
// MODULE: lib
// FILE: test/En.java",4f27
fun getFoo(),": String = ""","// SCOPE_DUMP: A:getFoo, B:getFoo, C:getFoo, D:getFoo
// FILE: A.java",5fb9
"fun <T, E> foo()",": E
}

interface B {
    fun <Q, W> foo(): W
}",// !CHECK_TYPE,4b3c
fun foo(javaClass: JavaClass<Int>),": Int {
    val inner = javaClass.createInner<String>()
    return <!TYPE_MISMATCH!>inner.doSomething(<!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!>, """") { }",// FILE: KotlinFile.kt,0090
"fun callLocal(a: String, b: String)",": String {
    suspend fun local(a: String, b: String) = suspendCoroutineUninterceptedOrReturn<String> {
        it.resume(a + b)
        COROUTINE_SUSPENDED
    }","// WITH_STDLIB
// WITH_COROUTINES",a2ce
fun bar(),": String = """,// Ambiguity between fun and callable property,66c3
fun test(boolean: Boolean),"{
    val x: Int // Breakpoint
    if (boolean) {
        throw IllegalArgumentException()
    }",// CHECK_BYTECODE_TEXT,dd1e
fun hasGroup(),": kotlin.Boolean {
      return _builder.hasGroup()
    }","/**
     * <code>optional string group = 1;</code>
     * @return Whether the group field is set.
     */",95e3
fun clearModule(),"{
      _builder.clearModule()
    }","/**
     * <code>optional string module = 2;</code>
     */",28d7
fun hasModule(),": kotlin.Boolean {
      return _builder.hasModule()
    }","/**
     * <code>optional string module = 2;</code>
     * @return Whether the module field is set.
     */",9e0f
fun clearVersion(),"{
      _builder.clearVersion()
    }","/**
     * <code>optional string version = 3;</code>
     */",8817
fun hasVersion(),": kotlin.Boolean {
      return _builder.hasVersion()
    }","/**
     * <code>optional string version = 3;</code>
     * @return Whether the version field is set.
     */",465c
fun clearSourceSetName(),"{
      _builder.clearSourceSetName()
    }","/**
     * <code>optional string source_set_name = 4;</code>
     */",9192
fun hasSourceSetName(),": kotlin.Boolean {
      return _builder.hasSourceSetName()
    }","/**
     * <code>optional string source_set_name = 4;</code>
     * @return Whether the sourceSetName field is set.
     */",64bc
fun clearAttributes(),"{
      _builder.clearAttributes()
    }","/**
     * <code>optional .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryAttributesProto attributes = 6;</code>
     */",6c90
fun hasAttributes(),": kotlin.Boolean {
      return _builder.hasAttributes()
    }","/**
     * <code>optional .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryAttributesProto attributes = 6;</code>
     * @return Whether the attributes field is set.
     */",c216
fun iterator(),: kotlin.collections.Iterator<UByte> = I,/** Returns the number of elements in the array. */,c20a
fun <K> id(x: K),= x,// !DIAGNOSTICS: -UNUSED_PARAMETER,cbda
fun none(),{},// !DIAGNOSTICS: -UNREACHABLE_CODE,c80a
fun intBlock(),: Int {return 1},//fun intBlockInfer()  {1},d2e3
fun box(),": String {
    val p2 = ""p2""

    TailArgs()
    if (ctorArgs.size != 0) return ""fail2: $ctorArgs arguments instead 0""

    TailArgs(p2 = p2)
    if (ctorArgs.size != 3 || ctorArgs[2] != p2) return ""fail3: $ctorArgs arguments instead 3""

    return ""OK""
}","// EXPECTED_REACHABLE_NODES: 1239
// FILE: main.kt",4f27
fun test(lock: Any),"{
    val x: Int

    synchronized(lock) {
        x = 42
    }","// FIR_IDENTICAL
// !LANGUAGE: +ReadDeserializedContracts +UseCallsInPlaceEffect",cd69
fun foo(),{},"// FIR_IDENTICAL
// !DIAGNOSTICS:-UNUSED_VARIABLE",519f
fun test(),": String = ""","// MODULE: lib
// FILE: l1.kt",fe98
"fun <T> select(x: T, y: T)",: T = x,// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_EXPRESSION,c16c
fun TopAppBar(title: String),"{
}","// MODULE: main(lib)
// FILE: main.kt",c536
fun foo(),": CharSequence?
}

interface A : Common {
    override : CharSequence
}",// !CHECK_TYPE,519f
fun foo(s: String),{},"// TARGET_BACKEND: JVM
// FILE: Test.java",b751
fun test(targetString: String),": String {
    val json = Json { encodeDefaults = true }",// WITH_STDLIB,0630
"fun registerFile(firFile: FirFile, irFile: IrFile)","{
        fileCache[firFile] = irFile
    }","// Make sure that external package fragments have a different module descriptor. The module descriptors are compared
        // to determine if objects need regeneration because they are from different modules.
        // But keep the original module descriptor for the fragments coming from parts compiled on the previous incremental step",5fa6
fun originalDeclarationForDelegated(irDeclaration: IrDeclaration),": FirDeclaration? {
        return delegatedReverseCache[irDeclaration.symbol]
    }",// ------------------------------------ callables ------------------------------------,d1dd
fun test(d: Derived),"{
         *     d.foo()
         * }",// (2),37e1
fun bar(),"{
     *     1.let { // (2)
     *         <context of code fragment>
     *     }",// (1),66c3
fun foo(),"{
        foo = 5
        foo
    }","// JVM_ABI_K1_K2_DIFF: KT-63850, KT-63854",519f
fun scheduleRefresh(vararg files : Object),"{
    ArrayList<Object>(files.map { it }","// TARGET_BACKEND: JVM
// TARGET_BACKEND: JVM_IR
// not sure if it's ok to change Object to Any

// WITH_STDLIB",1921
fun invoke(),"{
    }","// FIR_IDENTICAL
// !LANGUAGE: +SuspendFunctionAsSupertype
// SKIP_TXT
// DIAGNOSTICS: -CONFLICTING_INHERITED_MEMBERS, -CONFLICTING_OVERLOADS, -ABSTRACT_MEMBER_NOT_IMPLEMENTED, -ABSTRACT_CLASS_MEMBER_NOT_IMPLEMENTED",0a26
fun box(),": String {
    val p = Triple(""X"",""O"",""K"")

    val
            (
        _
            ,
        o
            ,
        k
    )
    =
        p

    return o + k
}","// WITH_STDLIB


// FILE: test.kt",4f27
fun setupTransform(project: Project),"{
        project.dependencies.artifactTypes.maybeCreate(""tar.gz"").also { artifactType ->
            artifactType.attributes.setAttribute(attribute, KotlinNativeBundleArtifactsTypes.ARCHIVE)
        }","/**
     * Sets up the necessary transformations for handling artifact types ""tar.gz"" and ""zip"" in the given project.
     *
     * @param project The project in which to set up the transformations.
     */",d3ba
fun outer(),"{
    typealias Test1 = <!UNRESOLVED_REFERENCE!>Test1<!>
    typealias Test2 = List<<!UNRESOLVED_REFERENCE!>Test2<!>>
    typealias Test3<T> = List<<!UNRESOLVED_REFERENCE!>Test3<!><T>>
}",// !DIAGNOSTICS: -UNUSED_VARIABLE -UNUSED_PARAMETER -TOPLEVEL_TYPEALIASES_ONLY,59f5
fun run(),"}

// Function is NOT suspend
// parameter is noinline
// parameter is suspend
// Block is NOT allowed to be called inside the body of owner inline function
// Block is allowed to be called from nested classes/lambdas (as common crossinlines)
// It is possible to call startCoroutine on the parameter
// suspend calls possible inside lambda matching to the parameter

inline fun test(noinline c: suspend () -> Unit)  {
    <!ILLEGAL_SUSPEND_FUNCTION_CALL!>c<!>()
    val o = object : SuspendRunnable {
        override suspend  {
            c()
        }","// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_VARIABLE -UNUSED_PARAMETER -NOTHING_TO_INLINE
// SKIP_TXT
// WITH_COROUTINES",354f
fun testIn(x: ULong),"=
    x",// WITH_STDLIB,a735
fun foo(),{},"// TARGET_BACKEND: JVM

// WITH_STDLIB",519f
fun foo(),"<!EXPECTED_PRIVATE_DECLARATION, EXPECTED_PRIVATE_DECLARATION{JVM}","// MODULE: m1-common
// FILE: common.kt",519f
fun f(arg: Int),= a,// LANGUAGE: +ContractSyntaxV2,f887
fun box(),": String {
    if (!Modifier.isPublic(IC1::class.java.declaredMethods.single { it.name == ""constructor-impl"" }","// TARGET_BACKEND: JVM
// WITH_STDLIB
// FULL_JDK
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",4f27
fun test(),"{
    val buildee = build {
        class ConcreteType
        class TargetType {
            fun consumeConcreteType(value: ConcreteType) {}",// ISSUE: KT-60447,fe98
fun foo(t: T),{},"// FIR_IDENTICAL
// !DIAGNOSTICS: -UNUSED_PARAMETER",6c6b
fun box(),": String {
    return inlineFun {
        this + ""K""
    }",// FILE: 2.kt,4f27
fun box(),"=
    i","// TARGET_BACKEND: JVM
// MODULE: lib
// FILE: R.java",4f27
fun foo(),"{
    JavaEnum.A.get<caret>Name()
}",// FILE: JavaEnum.java,519f
fun box(),": String {
    val m = Map2()
    if (m.entries.size != 0) return ""fail 1""

    m.put(""56"", ""OK"")
    val x = m.entries.iterator().next()

    if (x.key != ""56"" || x.value != ""OK"") return ""fail 2""

    return ""OK""
}","// IGNORE_BACKEND: WASM
// WASM_MUTE_REASON: STDLIB_COLLECTION_INHERITANCE
// KJS_WITH_FULL_RUNTIME
// DONT_TARGET_EXACT_BACKEND: NATIVE",4f27
fun fn0(),{},"// DONT_TARGET_EXACT_BACKEND: JS
// DONT_TARGET_EXACT_BACKEND: JS_IR
// DONT_TARGET_EXACT_BACKEND: JS_IR_ES6
// WITH_REFLECT",6732
fun ln(x: Double),: Double = n,"/**
 * Computes the natural logarithm (base `E`) of the value [x].
 *
 * Special cases:
 *   - `ln(NaN)` is `NaN`
 *   - `ln(x)` is `NaN` when `x < 0.0`
 *   - `ln(+Inf)` is `+Inf`
 *   - `ln(0.0)` is `-Inf`
 */",70e5
fun ln(x: Float),: Float = n,"/**
 * Computes the natural logarithm (base `E`) of the value [x].
 *
 * Special cases:
 *   - `ln(NaN)` is `NaN`
 *   - `ln(x)` is `NaN` when `x < 0.0`
 *   - `ln(+Inf)` is `+Inf`
 *   - `ln(0.0)` is `-Inf`
 */",e2ff
fun generate(codegen: CodeGenerator),"{
        if (!target.family.isAppleFamily) return

        if (generationState.shouldDefineFunctionClasses) {
            ObjCExportBlockCodeGenerator(codegen).generate()
        }",// TODO: No need for such class in dynamic driver.,be68
fun foo(),: Int = 1,// NI_EXPECTED_FILE,519f
fun case_1(value_1: Int),": String {
    while (true) {
        when (value_1) {
            break -> return """"
        }",// SKIP_TXT,4991
fun test(),"{
    A.entries

    with(A) {
        entries
    }","// !LANGUAGE: +EnumEntries +PrioritizedEnumEntries
// WITH_STDLIB
// FIR_DUMP",fe98
fun t(),= d,"// FIR_IDENTICAL
// FILE: a/b/c.java",8234
fun test(),"{
    A::class
    A.<!DEPRECATION!>Companion<!>::class
}","// FIR_IDENTICAL
// ISSUE: KT-54209",fe98
fun suspendHere(x: String),": Unit {
    log += ""suspendHere($x);""
    return suspendCoroutineUninterceptedOrReturn { c ->
        postponed = { c.resume(Unit) }","// WITH_STDLIB
// WITH_COROUTINES",4187
fun get(s: Int),= 1,// WITH_STDLIB,4037
fun <R> choose1(c: Out<Out<R>>),{},// !DIAGNOSTICS: -UNUSED_PARAMETER,80da
fun box(),": String {
    assertEquals(ln1p(-2.0), Double.NaN)
    assertEquals(ln1p(-1.0), Double.NEGATIVE_INFINITY)
    assertEquals(ln1p(0.0), 0.0)
    assertEquals(ln1p(1.0), 0.6931471805599453)
    assertEquals(js(""Math.log1p.called""), true)

    return ""OK""
}","// WITH_STDLIB
// TARGET_BACKEND: JS_IR
// FILE: main.js",4f27
fun testEmptyString(),"{
    js(<!JSCODE_NO_JAVASCRIPT_PRODUCED!>""""<!>)
}","// FIR_IDENTICAL
// ERROR_POLICY: SEMANTIC",768d
fun box(),"=
        B",// FILE: test.kt,4f27
fun box(),": String {
    assertEquals<Int>(2, WithCompanion.c, ""Field WithCompanion.c"")
    assertEquals<Int>(2, Object.c, ""Field Object"")
    return ""OK""
}","// TARGET_BACKEND: JVM
// WITH_STDLIB",4f27
fun simple(),: String = i,"// WITH_STDLIB
// WORKS_WHEN_VALUE_CLASS
// IGNORE_BACKEND: JVM
// LANGUAGE: +ValueClasses, +GenericInlineClassParameter",4e1d
fun simpleFun(),{},"//class `:)` {
//    lateinit var f: String
//}

// Commented declarations won't compile with the current Kotlin",d415
fun case_1(value_1: SealedClass),: Int = w,"// !DIAGNOSTICS: -UNUSED_EXPRESSION
// SKIP_TXT",df4a
fun A3(x: Any),"= ""","// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_VARIABLE
// !CHECK_TYPE
// FILE: a.kt",9dd7
fun <T> dispatchInline(),: T = (,"// NO_CHECK_LAMBDA_INLINING
// !LANGUAGE: +InlineClasses

// FILE: inline.kt",bacc
fun test1(),"{
        <!DEPRECATED_ACCESS_BY_SHORT_NAME!>foo()<!>
        bar()
        val a: Int = <!TYPE_MISMATCH!>baz()<!>
        val b: T = baz()
    }","// !LANGUAGE: -ProhibitVisibilityOfNestedClassifiersFromSupertypesOfCompanion
// !DIAGNOSTICS: -UNUSED_VARIABLE

// FILE: J.java",fa3b
fun box(),": String {
    val entries = MyEnum.entries
    val entry = entries[0]
    require(java.util.concurrent.TimeUnit.entries.size == java.util.concurrent.TimeUnit.values().size)
    return entry.toString()
}","// !LANGUAGE: +EnumEntries
// TARGET_BACKEND: JVM_IR
// FULL_JDK
// WITH_STDLIB

// FILE: MyEnum.java",4f27
fun assertEnabled(),"{
    assertFailsWith<AssertionError> {
        @OptIn(kotlin.experimental.ExperimentalNativeApi::class)
        assert(false)
    }",// ASSERTIONS_MODE: always-enable,ce75
fun foo(x: T),"fun interface IFoo<T> {
    : T
}","// TARGET_BACKEND: JVM
// JVM_TARGET: 1.8
// SAM_CONVERSIONS: INDY

// CHECK_BYTECODE_TEXT
// JVM_IR_TEMPLATES
// 1 java/lang/invoke/LambdaMetafactory",a834
fun myAssert(condition: Boolean),"{
    contract {
        returns() implies (condition)
    }","// !LANGUAGE: +AllowContractsForCustomFunctions +UseReturnsEffect
// !OPT_IN: kotlin.contracts.ExperimentalContracts
// !DIAGNOSTICS: -INVISIBLE_REFERENCE -INVISIBLE_MEMBER",e0bd
fun copyInSameArray(),": CustomArray<Int> {
        val array = CustomArray<Int>()
        for (i in 0 until 2 * BENCHMARK_SIZE) {
            array.add(0, i)
        }",// Shift the array if needed.,c2b3
