signature,body,docstring,id
No signature found,fun _create(builder: org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCoordinatesProto.Builder): Dsl = D,,6e1f
fun _build(),: org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCoordinatesProto = _,,8dd3
fun clearGroup(),"{
      _builder.clearGroup()
    }",,0dbc
fun hasGroup(),": kotlin.Boolean {
      return _builder.hasGroup()
    }","/**
     * <code>optional string group = 1;</code>
     * @return Whether the group field is set.
     */",95e3
fun clearModule(),"{
      _builder.clearModule()
    }","/**
     * <code>optional string module = 2;</code>
     */",28d7
fun hasModule(),": kotlin.Boolean {
      return _builder.hasModule()
    }","/**
     * <code>optional string module = 2;</code>
     * @return Whether the module field is set.
     */",9e0f
fun clearVersion(),"{
      _builder.clearVersion()
    }","/**
     * <code>optional string version = 3;</code>
     */",8817
fun hasVersion(),": kotlin.Boolean {
      return _builder.hasVersion()
    }","/**
     * <code>optional string version = 3;</code>
     * @return Whether the version field is set.
     */",465c
fun clearSourceSetName(),"{
      _builder.clearSourceSetName()
    }","/**
     * <code>optional string source_set_name = 4;</code>
     */",9192
fun hasSourceSetName(),": kotlin.Boolean {
      return _builder.hasSourceSetName()
    }","/**
     * <code>optional string source_set_name = 4;</code>
     * @return Whether the sourceSetName field is set.
     */",64bc
No signature found,"fun com.google.protobuf.kotlin.DslList<org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto, CapabilitiesProxy>.add(value: org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto) {
      _builder.addCapabilities(value)
    }","/**
     * An uninstantiable, behaviorless type to represent the field in
     * generics.
     */",6e1f
No signature found,"fun com.google.protobuf.kotlin.DslList<org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto, CapabilitiesProxy>.plusAssign(value: org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto) {
      add(value)
    }","/**
     * <code>repeated .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto capabilities = 5;</code>
     * @param value The capabilities to add.
     */",6e1f
No signature found,"fun com.google.protobuf.kotlin.DslList<org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto, CapabilitiesProxy>.addAll(values: kotlin.collections.Iterable<org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto>) {
      _builder.addAllCapabilities(values)
    }","/**
     * <code>repeated .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto capabilities = 5;</code>
     * @param values The capabilities to add.
     */",6e1f
No signature found,"fun com.google.protobuf.kotlin.DslList<org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto, CapabilitiesProxy>.plusAssign(values: kotlin.collections.Iterable<org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto>) {
      addAll(values)
    }","/**
     * <code>repeated .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto capabilities = 5;</code>
     * @param values The capabilities to add.
     */",6e1f
No signature found,"fun com.google.protobuf.kotlin.DslList<org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto, CapabilitiesProxy>.set(index: kotlin.Int, value: org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto) {
      _builder.setCapabilities(index, value)
    }","/**
     * <code>repeated .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto capabilities = 5;</code>
     * @param index The index to set the value at.
     * @param value The capabilities to set.
     */",6e1f
No signature found,"fun com.google.protobuf.kotlin.DslList<org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto, CapabilitiesProxy>.clear() {
      _builder.clearCapabilities()
    }","/**
     * <code>repeated .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCapabilityProto capabilities = 5;</code>
     */",6e1f
fun clearAttributes(),"{
      _builder.clearAttributes()
    }","/**
     * <code>optional .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryAttributesProto attributes = 6;</code>
     */",6c90
fun hasAttributes(),": kotlin.Boolean {
      return _builder.hasAttributes()
    }","/**
     * <code>optional .org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryAttributesProto attributes = 6;</code>
     * @return Whether the attributes field is set.
     */",c216
No signature found,"fun org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCoordinatesProto.copy(block: org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCoordinatesProtoKt.Dsl.() -> kotlin.Unit): org.jetbrains.kotlin.gradle.idea.proto.generated.tcs.IdeaKotlinBinaryCoordinatesProto =
  o",,6e1f
fun result(),": String
}

open class B(val x: String)

class A : B(""OK"") {
    fun foo() = object : T {
        val bar = x

        override  = bar
    }",,5880
fun box(),= A,,4f27
No signature found,"fun <T> MyFuture<T>.setup() {
    addListener(ListenerImpl<T, MyFuture<T>>())
    addListener { }","// FIR_IDENTICAL
// FILE: MyFuture.java",6e1f
fun operationComplete(future: F),"{
    }",,6905
No signature found,"fun invoke(cause: Throwable?) {
    }",,6e1f
No signature found,"fun KotlinSharedNativeCompilation.getImplicitlyDependingNativeCompilations(): Set<KotlinNativeCompilation> {
    val multiplatformExtension = project.multiplatformExtensionOrNull ?: return emptySet()
    val thisAllKotlinSourceSets = allKotlinSourceSets

    return multiplatformExtension.targets
        .flatMap { target -> target.compilations }",,6e1f
fun test(),"{
            f<caret>oo
        }",,fe98
fun get(index: Int),: UByte = s,,60cf
"fun set(index: Int, value: UByte)","{
        storage[index] = value.toByte()
    }",,8e35
fun iterator(),: kotlin.collections.Iterator<UByte> = I,/** Returns the number of elements in the array. */,c20a
fun hasNext(),= i,,2c39
fun next(),= i,,cb14
fun contains(element: UByte),": Boolean {
        // TODO: Eliminate this check after KT-30016 gets fixed.
        // Currently JS BE does not generate special bridge method for this method.
        @Suppress(""USELESS_CAST"")
        if ((element as Any?) !is UByte) return false

        return storage.contains(element.toByte())
    }",,8182
fun containsAll(elements: Collection<UByte>),": Boolean {
        return (elements as Collection<*>).all { it is UByte && storage.contains(it.toByte()) }",,0f7c
fun isEmpty(),: Boolean = t,,464e
No signature found,"fun UByteArray(size: Int, init: (Int) -> UByte): UByteArray {
    return UByteArray(ByteArray(size) { index -> init(index).toByte() }",,6e1f
fun ubyteArrayOf(vararg elements: UByte),: UByteArray = e,,6754
No signature found,fun takeLambda1(f: String.() -> String) {},"// SKIP_TXT
// ISSUE: KT-56138",6e1f
No signature found,fun takeLambda2(f: String.(String) -> String) {},,6e1f
fun test_1(),"{
    val x1: String.(String) -> String = { <!EXPECTED_PARAMETERS_NUMBER_MISMATCH!>str, <!CANNOT_INFER_PARAMETER_TYPE!>str2<!><!> -> ""this"" }",,dda0
fun test_2(),"{
    takeLambda2 <!TYPE_MISMATCH!>{ <!EXPECTED_PARAMETERS_NUMBER_MISMATCH!>str, <!CANNOT_INFER_PARAMETER_TYPE!>str2<!><!> -> ""this"" }",,bb80
fun test_3(b: Boolean),"{
    val x1: String.(String) -> String = if (b) <!TYPE_MISMATCH!>{
        { <!EXPECTED_PARAMETERS_NUMBER_MISMATCH!>str, <!CANNOT_INFER_PARAMETER_TYPE!>str2<!><!> -> ""this"" }",,148d
"fun getResolvedToPsi(analysisSession: KtAnalysisSession, referenceTargetSymbols: Collection<KtSymbol>)",": Collection<PsiElement> =
        w",,02e4
fun getResolvedToPsi(analysisSession: KtAnalysisSession),": Collection<PsiElement> =
        w",,9e21
No signature found,"fun KtAnalysisSession.getPsiDeclarations(symbol: KtFirSymbol<*>): Collection<PsiElement> {
    val intersectionOverriddenSymbolsOrSingle = when {
        symbol.origin == KtSymbolOrigin.INTERSECTION_OVERRIDE && symbol is KtCallableSymbol -> symbol.getIntersectionOverriddenSymbols()
        else -> listOf(symbol)
    }",,6e1f
No signature found,"fun KtSymbol.findPsiForReferenceResolve(): PsiElement? {
    require(this is KtFirSymbol<*>)
    return firSymbol.fir.findReferencePsi()
}",,6e1f
"fun lower(irBody: IrBody, container: IrDeclaration)","{
        if (container is IrFunction) {
            // Lower local declarations
            irBody.acceptChildrenVoid(object : IrElementVisitorVoid {
                override fun visitElement(element: IrElement) {
                    element.acceptChildrenVoid(this)
                }",,c7d0
fun visitSimpleFunction(declaration: IrSimpleFunction),"{
                    declaration.acceptChildrenVoid(this)
                    if (declaration.isTailrec) {
                        lowerTailRecursionCalls(declaration)
                    }",,451c
fun followFunctionReference(reference: IrFunctionReference),: Boolean = f,,5b34
"fun nullConst(startOffset: Int, endOffset: Int, type: IrType)",": IrExpression =
        I",,6cb5
No signature found,"fun TailrecLowering.lowerTailRecursionCalls(irFunction: IrFunction) {
    val (tailRecursionCalls, someCallsAreFromOtherFunctions) = collectTailRecursionCalls(irFunction, ::followFunctionReference)
    if (tailRecursionCalls.isEmpty()) {
        return
    }",,6e1f
fun visitCall(expression: IrCall),": IrExpression {
        expression.transformChildrenVoid(this)
        if (expression !in tailRecursionCalls) {
            return expression
        }",,4974
fun visitFunctionReference(expression: IrFunctionReference),": IrExpression {
        if (lowering.followFunctionReference(expression)) {
            expression.symbol.owner.body?.transformChildrenVoid(this)
        }",,0e81
No signature found,fun IrBuilderWithScope.genTailCall(expression: IrCall) = t,,6e1f
No signature found,fun f(x: () -> T = {,,6e1f
No signature found,"fun IrValueParameterSymbol.suggestVariableName(): String =
    i",,6e1f
fun <K> id(x: K),= x,// !DIAGNOSTICS: -UNUSED_PARAMETER,cbda
fun <T> a1(t: T),: Unit {},,60f0
fun test1(),: (String) -> Unit = A,,fa3b
fun test2(),: (String) -> Unit = i,,30bb
"fun <K, V> a2(key: K)",: V = T,,faa2
fun test1(),: (String) -> Unit = A,,fa3b
fun <T3> test2(),: (T3) -> T3 = A,,a65c
fun <V> a3(key: T),: V = T,,6926
fun test1(),: (T) -> Int = t,,fa3b
fun test2(),: (T) -> Unit = A,,30bb
fun test3(),: (Int) -> String = A,,a31f
fun <R> test4(),: (R) -> Unit = t,,20ad
fun <R> test5(),: (T) -> R = t,,f776
"fun doTestByMainFile(mainFile: KtFile, mainModule: KtTestModule, testServices: TestServices)","{
        val fileStructure = mainFile.getFileStructure()
        val allStructureElements = fileStructure.getAllStructureElements(mainFile)
        val declarationToStructureElement = allStructureElements.associateBy { it.declaration.psi }",,5016
fun visitElement(element: PsiElement),"{
                    if (element is LeafPsiElement) {
                        append(element.text)
                    }",,3961
fun visitComment(comment: PsiComment),{},,d787
No signature found,"fun FileStructureElement.createComment(): String {
        return """"""/* ${this::class.simpleName!!}",,6e1f
No signature found,"fun KtFile.getFileStructure(): FileStructure {
        val module = ProjectStructureProvider.getModule(project, this, contextualModule = null)
        val moduleFirResolveSession = module.getFirResolveSession(project)
        check(moduleFirResolveSession.isSourceSession)
        val session = moduleFirResolveSession.getSessionFor(module) as LLFirResolvableModuleSession
        return session.moduleComponents.fileStructureCache.getFileStructure(this)
    }",,6e1f
No signature found,fun FileStructure.getAllStructureElements(ktFile: KtFile): Collection<FileStructureElement> = b,,6e1f
fun suppressIfNeeded(failedAssertions: List<WrappedException>),": List<WrappedException> {
        if (enabled || System.getProperty(""kotlin.test.update.test.data"") == ""true"") {
            for (failure in failedAssertions.mapNotNull { it.cause as? FileComparisonFailure }",,8fa5
fun none(),{},// !DIAGNOSTICS: -UNREACHABLE_CODE,c80a
fun unitEmptyInfer(),{},,4ee0
fun unitEmpty(),: Unit {},,e6f6
fun unitEmptyReturn(),: Unit {return},,b064
fun unitIntReturn(),: Unit {return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!>},,7786
fun unitUnitReturn(),: Unit {return Unit},,7cbf
fun test1(),: Any = {,,fa3b
fun test2(),: Any = a,,30bb
fun test3(),: Any { <!RETURN_TYPE_MISMATCH!>return<!> },,a31f
fun test4(),: ()-> Unit = {,,5b17
fun test5(),: Any = l,,aa19
fun test6(),: Any = {,,1831
fun bbb(),"{
    return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!>
}",,d4f9
fun foo(expr: StringBuilder),": Int {
    val c = 'a'
    when(c) {
        0.toChar() -> throw Exception(""zero"")
        else -> throw Exception(""nonzero"" + c)
    }",,fbf2
fun unitShort(),: Unit = U,,ab49
fun unitShortConv(),: Unit = <,,a064
fun unitShortNull(),: Unit = <,,219c
fun intEmpty(),: Int {<!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>},,ead3
fun intShortInfer(),= 1,,24d8
fun intShort(),: Int = 1,,758b
fun intBlock(),: Int {return 1},//fun intBlockInfer()  {1},d2e3
fun intBlock1(),: Int {1<!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>},,cb27
fun intString(),: Int = <,,d82b
fun intFunctionLiteral(),: Int = <,,4cfe
fun blockReturnUnitMismatch(),: Int {<!RETURN_TYPE_MISMATCH!>return<!>},,27be
fun blockReturnValueTypeMismatch(),: Int {return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>3.4<!>},,4666
fun blockReturnValueTypeMatch(),: Int {return 1},,6bc1
fun blockReturnValueTypeMismatchUnit(),: Int {return <!TYPE_MISMATCH!>Unit<!>},,f5f0
fun blockAndAndMismatch(),": Int {
    true && false
    <!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>}",,f575
fun blockAndAndMismatch1(),": Int {
    return <!TYPE_MISMATCH!>true && false<!>
}",,0cfc
fun blockAndAndMismatch2(),": Int {
    (return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>true<!>) && (return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>false<!>)
}",,59e3
fun blockAndAndMismatch3(),": Int {
    true || false
    <!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>}",,0afc
fun blockAndAndMismatch4(),": Int {
    return <!TYPE_MISMATCH!>true || false<!>
}",,37f2
fun blockAndAndMismatch5(),": Int {
    (return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>true<!>) || (return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>false<!>)
}",,ad54
fun blockReturnValueTypeMatch1(),": Int {
    return if (1 > 2) <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1.0<!> else <!CONSTANT_EXPECTED_TYPE_MISMATCH!>2.0<!>
}",,0ec7
fun blockReturnValueTypeMatch2(),": Int {
    return <!TYPE_MISMATCH!><!INVALID_IF_AS_EXPRESSION!>if<!> (1 > 2) 1<!>
}",,3b76
fun blockReturnValueTypeMatch3(),": Int {
    return <!TYPE_MISMATCH!><!INVALID_IF_AS_EXPRESSION!>if<!> (1 > 2) else 1<!>
}",,1ace
fun blockReturnValueTypeMatch4(),": Int {
    if (1 > 2)
        return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1.0<!>
    else return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>2.0<!>
}",,acf8
fun blockReturnValueTypeMatch5(),": Int {
    if (1 > 2)
        return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1.0<!>
    return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>2.0<!>
}",,54cc
fun blockReturnValueTypeMatch6(),": Int {
    if (1 > 2)
    else return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1.0<!>
    return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>2.0<!>
}",,1900
fun blockReturnValueTypeMatch7(),": Int {
    if (1 > 2)
    1.0
    else 2.0
    <!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>}",,4ed0
fun blockReturnValueTypeMatch8(),": Int {
    if (1 > 2)
    1.0
    else 2.0
    return 1
}",,f1c0
fun blockReturnValueTypeMatch9(),": Int {
    if (1 > 2)
    1.0
    <!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>}",,8e78
fun blockReturnValueTypeMatch10(),": Int {
    return <!TYPE_MISMATCH!><!INVALID_IF_AS_EXPRESSION!>if<!> (1 > 2)
    1<!>
}",,843f
fun blockReturnValueTypeMatch11(),": Int {
    if (1 > 2)
    else 1.0
    <!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>}",,8106
fun blockReturnValueTypeMatch12(),": Int {
    if (1 > 2)
        return 1
    else return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1.0<!>
}",,244d
fun blockNoReturnIfValDeclaration(),": Int {
    val x = 1
    <!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>}",,1c61
fun blockNoReturnIfEmptyIf(),": Int {
    if (1 < 2) {}",,234a
fun blockNoReturnIfUnitInOneBranch(),": Int {
    if (1 < 2) {
        return 1
    }",,58aa
fun nonBlockReturnIfEmptyIf(),: Int = i,,dcee
fun nonBlockNoReturnIfUnitInOneBranch(),: Int = i,,5a52
fun illegalConstantBody(),: Int = <,,faf9
fun illegalConstantBlock(),": String {
    return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!>
}",,2a54
fun illegalIfBody(),": Int =
        i",,958f
fun illegalIfBlock(),": Boolean {
    if (1 < 2)
        return false
    else { return <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!> }",,728e
fun illegalReturnIf(),": Char {
    return if (1 < 2) 'a' else <!TYPE_MISMATCH!>{ 1 }",,431e
fun returnNothing(),": Nothing {
    throw <!CONSTANT_EXPECTED_TYPE_MISMATCH!>1<!>
}",,e104
fun returnNothingEmpty(),": Nothing {
<!NO_RETURN_IN_FUNCTION_WITH_BLOCK_BODY!>}",,12ac
fun f(),": Int {
    if (1 < 2) { return 1 }",,f6fb
fun f1(),: Int = i,,ed85
fun f2(),= 1,,e1c0
fun f(),"= """,,f6fb
fun testFunctionLiterals(),"{
    val endsWithVarDeclaration : () -> Boolean = {
        <!EXPECTED_TYPE_MISMATCH!>val x = 2<!>
    }",,9ac2
fun meow(),: Unit {},,8bf4
fun meow(),: Unit {},,8bf4
fun box(),": String {
    val p2 = ""p2""

    TailArgs()
    if (ctorArgs.size != 0) return ""fail2: $ctorArgs arguments instead 0""

    TailArgs(p2 = p2)
    if (ctorArgs.size != 3 || ctorArgs[2] != p2) return ""fail3: $ctorArgs arguments instead 3""

    return ""OK""
}","// EXPECTED_REACHABLE_NODES: 1239
// FILE: main.kt",4f27
fun getPackagePartScope(fileClass: ReflectKotlinClass),: MemberScope = c,,a0cb
fun property(name: String),= p,,948f
fun test(lock: Any),"{
    val x: Int

    synchronized(lock) {
        x = 42
    }","// FIR_IDENTICAL
// !LANGUAGE: +ReadDeserializedContracts +UseCallsInPlaceEffect",cd69
fun foo(),{},"// FIR_IDENTICAL
// !DIAGNOSTICS:-UNUSED_VARIABLE",519f
No signature found,fun A?.foo() {},,6e1f
fun test(),": String = ""","// MODULE: lib
// FILE: l1.kt",fe98
fun test(),": String = """,,fe98
fun box(),: String = O,,4f27
"fun <T> select(x: T, y: T)",: T = x,// !DIAGNOSTICS: -UNUSED_PARAMETER -UNUSED_EXPRESSION,c16c
fun testSimple(),"{
    val a0 = select(Inv<Int>(), SubInv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<kotlin.Int>"")!>a0<!>

    val a1 = select(SubInv<Int>(), Inv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<kotlin.Int>"")!>a1<!>
}",,5615
fun testNullability(),"{
    val n1 = select(Inv<Int?>(), SubInv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<kotlin.Int?>"")!>n1<!>

    val n2 = select(SubInv<Int?>(), Inv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<kotlin.Int?>"")!>n2<!>
}",,c18c
fun testNested(),"{
    val n1 = select(Inv<Inv<Int>>(), SubInv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<Inv<kotlin.Int>>"")!>n1<!>

    val n2 = select(SubInv<SubInv<Int>>(), Inv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<SubInv<kotlin.Int>>"")!>n2<!>

    fun <K> createInvInv(): Inv<Inv<K>> = TODO()

    val n3 = select(SubInv<SubInv<Int>>(), createInvInv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<out Inv<kotlin.Int>>"")!>n3<!>
}",,17ff
"fun testCaptured(cSub: SubInv<out Number>, cInv: Inv<out Number>)","{
    val c1 = select(cInv, SubInv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<out kotlin.Number>"")!>c1<!>

    val c2 = select(cSub, Inv())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<out kotlin.Number>"")!>c2<!>
}",,a18a
fun testVariableWithBound(),"{
    fun <K : Number> createWithNumberBound(): Inv<K> = TODO()
    fun <K : <!FINAL_UPPER_BOUND!>Int<!>> createWithIntBound(): Inv<K> = TODO()

    val c1 = select(SubInv<Int>(), createWithNumberBound())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<kotlin.Int>"")!>c1<!>

    val c2 = <!TYPE_MISMATCH!>select<!>(SubInv<String>(), <!TYPE_MISMATCH!>createWithNumberBound<!>())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<kotlin.String>"")!>c2<!>

    val c3 = <!TYPE_MISMATCH!>select<!>(SubInv<Double>(), <!TYPE_MISMATCH!>createWithIntBound<!>())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<kotlin.Double>"")!>c3<!>
}",,570e
fun testCapturedVariable(),"{
    fun <K> createInvOut(): Inv<out K> = TODO()
    fun <V> createSubInvOut(): SubInv<out V> = TODO()

    fun <K> createInvIn(): Inv<in K> = TODO()

    val c1 = select(SubInv<Number>(), createInvOut())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<out kotlin.Number>"")!>c1<!>

    val c2 = select(createSubInvOut<Number>(), createInvOut())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<out kotlin.Number>"")!>c2<!>

    val c3 = <!TYPE_MISMATCH!>select<!>(SubInv<Number>(), createInvIn())

    <!DEBUG_INFO_EXPRESSION_TYPE(""Inv<out kotlin.Number>"")!>c3<!>
}",,2efd
No signature found,"fun createSubstitutedCopy(
        newOwner: DeclarationDescriptor,
        original: FunctionDescriptor?,
        kind: CallableMemberDescriptor.Kind,
        newName: Name?,
        annotations: Annotations,
        source: SourceElement
    ): FunctionDescriptorImpl = t",,6e1f
No signature found,"fun copy(
        newOwner: DeclarationDescriptor,
        modality: Modality,
        visibility: DescriptorVisibility,
        kind: CallableMemberDescriptor.Kind,
        copyOverrides: Boolean
    ): SimpleFunctionDescriptor = t",,6e1f
fun newCopyBuilder(),": FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> =
        o",,13a9
fun setOwner(owner: DeclarationDescriptor),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,2753
fun setModality(modality: Modality),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,f8a7
fun setVisibility(visibility: DescriptorVisibility),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,f2b8
No signature found,fun setKind(kind: CallableMemberDescriptor.Kind): FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,6e1f
fun setCopyOverrides(copyOverrides: Boolean),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,4219
fun setName(name: Name),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,fcae
fun setSubstitution(substitution: TypeSubstitution),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,3641
"fun setValueParameters(
                parameters: List<ValueParameterDescriptor>
            )",: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,42f0
No signature found,"fun <V> putUserData(userDataKey: CallableDescriptor.UserDataKey<V>,
                                         value: V
            ): FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t",,6e1f
"fun setTypeParameters(
                parameters: List<TypeParameterDescriptor>
            )",: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,7bde
fun setReturnType(type: KotlinType),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,69c4
"fun setContextReceiverParameters(
                contextReceiverParameters: List<ReceiverParameterDescriptor>
            )",: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,cc27
No signature found,"fun setExtensionReceiverParameter(
                extensionReceiverParameter: ReceiverParameterDescriptor?
            ): FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t",,6e1f
No signature found,"fun setDispatchReceiverParameter(
                dispatchReceiverParameter: ReceiverParameterDescriptor?
            ): FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t",,6e1f
No signature found,fun setOriginal(original: CallableMemberDescriptor?): FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,6e1f
fun setSignatureChange(),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,7dac
fun setPreserveSourceElement(),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,b2a1
fun setDropOriginalInContainingParts(),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,5e0b
fun setHiddenToOvercomeSignatureClash(),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,cb68
fun setHiddenForResolutionEverywhereBesideSupercalls(),: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,c77b
"fun setAdditionalAnnotations(
                additionalAnnotations: Annotations
            )",: FunctionDescriptor.CopyBuilder<SimpleFunctionDescriptor?> = t,,b011
fun build(),: SimpleFunctionDescriptor = t,,5bf9
fun isSuspend(),: Boolean = f,,b5de
No signature found,fun <V> getUserData(key: CallableDescriptor.UserDataKey<V>): V? = n,,6e1f
No signature found,fun setOverriddenDescriptors(overriddenDescriptors: Collection<CallableMemberDescriptor?>) {},,6e1f
fun test(),"{
    val f = String::length
    val s = ""hello""
    val g = <expr>s</expr>::length
    f() + g() + String::length.invoke(s) + s::length.invoke()
}",,fe98
No signature found,"fun Scaffold(topBar: @MyComposable () -> Unit, bottomBar: @MyComposable () -> Unit) {
}","// WITH_FIR_TEST_COMPILER_PLUGIN
// DUMP_IR

// MODULE: lib
// MODULE_KIND: LibraryBinary
// FILE: p3/foo.kt",6e1f
fun TopAppBar(title: String),"{
}","// MODULE: main(lib)
// FILE: main.kt",c536
No signature found,"fun ArticleScreenContent(title: String, bottomBarContent: @MyComposable () -> Unit = {",,6e1f
No signature found,"fun <TP1: OClass1, TP2: OClass2> test(
  t1: Trait1,
  oc1: OClass1,
  fc1: FClass1,
  tp1: TP1
) {
  t1 as Trait2
  t1 as OClass2
  t1 <!CAST_NEVER_SUCCEEDS!>as<!> FClass2
  t1 as TP2

  oc1 as Trait2
  oc1 <!CAST_NEVER_SUCCEEDS!>as<!> OClass2
  oc1 <!CAST_NEVER_SUCCEEDS!>as<!> FClass2
  oc1 as TP2

  fc1 <!CAST_NEVER_SUCCEEDS!>as<!> Trait2
  fc1 <!CAST_NEVER_SUCCEEDS!>as<!> OClass2
  fc1 <!CAST_NEVER_SUCCEEDS!>as<!> FClass2
  fc1 as TP2

  tp1 as Trait2
  tp1 as OClass2
  tp1 as FClass2
  tp1 as TP2
}",// !DIAGNOSTICS: -UNCHECKED_CAST,6e1f
No signature found,fun <T> T.foo(): (a: T) -> Unit = T,,6e1f
